PDB_ID	CHAIN_INDEX	ORIGINAL_CHAIN_ID	EXPECTED_PROTENIX_CHAIN_ID	ENTITY_ID	SEQUENCE_LENGTH	SEQUENCE_SHA256	NON_ACGU_COUNT	UNK_TOKEN_COUNT	EMBEDDING_METHOD	WINDOW_COUNT	WINDOW_STARTS	OUTPUT_PATH
2LKR	0	A	A	1	111	83d38abb69045276c3bfe808fff1b082dd550343dc3c805e7a3f68ce8b0cf561	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2LKR/rnafm_t12_residue_embeddings.pt
2LP9	0	A	A	1	16	b07dd7c1144df705534e41be95730dd74c81a781a21909a0b4aa3e0b448a1bd4	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2LP9/rnafm_t12_residue_embeddings.pt
2LPA	0	A	A	1	15	ca5da0d7574869d1e604d147b74f2e0226f20de3dacf24e028a9446da2ef2aae	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2LPA/rnafm_t12_residue_embeddings.pt
2LPS	0	A	A	1	34	4789ed8d7ac802d988e4b26e82d1cb56ce676c163c9e7dce7eb16b1c5ec5b324	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2LPS/rnafm_t12_residue_embeddings.pt
2LPT	0	A	A	1	34	7085ef3265b484a73a72a80a307a0b731aa32faf1899cd44063fad615b2bc99a	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2LPT/rnafm_t12_residue_embeddings.pt
2LQZ	0	A	A	1	27	a7d159a1007c3b858e1ed249e9cce5c025968e4dc6792883ac79bebc1a6cfaaf	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2LQZ/rnafm_t12_residue_embeddings.pt
2LU0	0	A	A	1	49	be33262421346470eb46c5bbe15c2c009800fa38f1da6798712429b04377ab1b	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2LU0/rnafm_t12_residue_embeddings.pt
2LUB	0	A	A	1	37	39ede2825d784f5027b8872885fd16e6595b66a6989e192fb869dfc61085228b	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2LUB/rnafm_t12_residue_embeddings.pt
2LUN	0	A	A	1	28	f61fcf74210d1fabf02988b87d6904f5229154cbc511f84ae289f14abaf27512	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2LUN/rnafm_t12_residue_embeddings.pt
2LV0	0	A	A	1	24	f7627775274330fb9ec34ca34f568edc4820b87448adb2425ff714a736bfb9ec	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2LV0/rnafm_t12_residue_embeddings.pt
2LVY	0	A	A	1	9	a3928d8d215cf5dc9e72a6384270db2be955ae683537fecb65884d1a43e4fd9d	2	2	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2LVY/rnafm_t12_residue_embeddings.pt
2LVY	1	B	B	2	9	8d0064605b040fb99db18fefa5b191caa858f98d8c13ed762d93d96c497b459d	1	1	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2LVY/rnafm_t12_residue_embeddings.pt
2LWK	0	A	A	1	32	bfe39c42fb400a4fb5c54c0968c55a92c691d30644c165f646e95608870c573f	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2LWK/rnafm_t12_residue_embeddings.pt
2LX1	0	A	A	1	11	989f19a00f6223d3c3c768abdfb19e1ca370291c6de38509ac820ffd2ff28340	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2LX1/rnafm_t12_residue_embeddings.pt
2LX1	1	B	B	1	11	989f19a00f6223d3c3c768abdfb19e1ca370291c6de38509ac820ffd2ff28340	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2LX1/rnafm_t12_residue_embeddings.pt
2M12	0	A	A	1	23	a1da376d0165a2fdda4d153abdd8b87a684d7eb198b21d6d053cb4dbfa5039aa	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2M12/rnafm_t12_residue_embeddings.pt
2M18	0	A	A	1	10	736d5b3b4a30540816b132640c09720b6d43a33bf73d16b9407a27f04968373a	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2M18/rnafm_t12_residue_embeddings.pt
2M18	1	B	B	1	10	736d5b3b4a30540816b132640c09720b6d43a33bf73d16b9407a27f04968373a	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2M18/rnafm_t12_residue_embeddings.pt
2M18	2	C	C	1	10	736d5b3b4a30540816b132640c09720b6d43a33bf73d16b9407a27f04968373a	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2M18/rnafm_t12_residue_embeddings.pt
2M18	3	D	D	1	10	736d5b3b4a30540816b132640c09720b6d43a33bf73d16b9407a27f04968373a	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2M18/rnafm_t12_residue_embeddings.pt
2M1O	0	A	A	1	7	6cf9b27fa3514e99c5f64de5926a211ece6a4ed33db5bcd733b6de3de814df73	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2M1O/rnafm_t12_residue_embeddings.pt
2M1O	1	B	B	2	7	3f899550ef7cecd5049965cd67dfb9cbfcea0108fb284df664e6ce5a2298ca4a	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2M1O/rnafm_t12_residue_embeddings.pt
2M21	0	A	A	1	21	ad2985ed17d8c36308700ce72edd11a87d7800e895df13c2d4674bf5a94c42f3	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2M21/rnafm_t12_residue_embeddings.pt
2M22	0	A	A	1	23	449d2c28440fb87c881c36f454c82a4ff07b7923ae1eb3cc24d834184c98c549	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2M22/rnafm_t12_residue_embeddings.pt
2M23	0	A	A	1	29	6caf4725e1def478a9448a6fd2b698b8ea56f4f9684575e40ffc2f55a355405f	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2M23/rnafm_t12_residue_embeddings.pt
2M23	1	B	B	2	7	021e2d3e672397aeb42260c6948b1d28d98d17dae7acea1f6a53c285a322d50f	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2M23/rnafm_t12_residue_embeddings.pt
2M24	0	A	A	1	29	6caf4725e1def478a9448a6fd2b698b8ea56f4f9684575e40ffc2f55a355405f	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2M24/rnafm_t12_residue_embeddings.pt
2M39	0	A	A	1	12	547ce0e24c7af9d2ac671894695150d94c3258d858b7add928cc09a80f040410	6	6	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2M39/rnafm_t12_residue_embeddings.pt
2M39	1	B	B	1	12	547ce0e24c7af9d2ac671894695150d94c3258d858b7add928cc09a80f040410	6	6	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2M39/rnafm_t12_residue_embeddings.pt
2M4Q	0	1	A	1	27	bbdab9cde9655d13304e9bbf2ad29392e5c6e58541cc9dc473f29b7b529f1eed	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2M4Q/rnafm_t12_residue_embeddings.pt
2M4W	0	A	A	1	17	5d1a60f0551c799b4053811142a81ccd196930c5ef85ad365016e2d3f494f138	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2M4W/rnafm_t12_residue_embeddings.pt
2M57	0	A	A	1	35	dd083b98c298c4ad1dab6c4185ac107ce5965bf582d7ea9ba04ee7432246a79f	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2M57/rnafm_t12_residue_embeddings.pt
2M58	0	A	A	1	59	825614ade41936497930f1c91f2daab6d40aef8f2ba5d37be3ad6bf92c536850	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2M58/rnafm_t12_residue_embeddings.pt
2M5U	0	A	A	1	22	1e5ec98f515358da74dbb6e1dbb2a817f42a21e79625fd04b6340e83cc030ba4	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2M5U/rnafm_t12_residue_embeddings.pt
2M8K	0	A	A	1	48	4e847130a0d8384a30a629052b69221606690bc51990f874fc7987151ceb6189	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2M8K/rnafm_t12_residue_embeddings.pt
2MEQ	0	A	A	1	19	187d2df096bdad860e9208a2dcd1f4933356d0c39c2ac815d9823545eda9590b	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2MEQ/rnafm_t12_residue_embeddings.pt
2MER	0	A	A	1	19	187d2df096bdad860e9208a2dcd1f4933356d0c39c2ac815d9823545eda9590b	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2MER/rnafm_t12_residue_embeddings.pt
2MFD	0	A	A	1	19	2a757ca43364f7e28ad6949861f5e327879e52a5ddbd5fe9c4d445b8be65d533	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2MFD/rnafm_t12_residue_embeddings.pt
2MHI	0	A	A	1	53	4212840445eb978540f48a330ae06f1b80f352023521b32b0b618e8ed6a08f76	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2MHI/rnafm_t12_residue_embeddings.pt
2MI0	0	A	A	1	22	3e9aeb67cdaf0ee451df441599daa2f8cc03ebe1321da15071a21633ce6adcd2	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2MI0/rnafm_t12_residue_embeddings.pt
2MI0	1	B	B	2	21	266ded0086efe6c16c8535c5254a3c5e18df08702c6f09dafe6547b8be7ce023	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2MI0/rnafm_t12_residue_embeddings.pt
2MIS	0	A	A	1	26	9f747b27f8fb58c7ec2c8b9a10b11c40b9862e366da70d8ef87da63105745869	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2MIS/rnafm_t12_residue_embeddings.pt
2MIY	0	A	A	1	59	bf53386a785efa83c545b04e320d3f63ec7aee15bbc6c0e2a1e713dd7ffdc4c9	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2MIY/rnafm_t12_residue_embeddings.pt
2MN0	0	A	A	1	15	13ed25a7366cd8d43f1ee5ba3140460d7edd20113dc6b2b0215487da3759f9ca	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2MN0/rnafm_t12_residue_embeddings.pt
2MNC	0	A	A	1	29	c4717a588ab6e883be075f0144401cc1af8b2edc7c59fe1a11f1a15f698b87b4	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2MNC/rnafm_t12_residue_embeddings.pt
2MQT	0	A	A	1	68	1d917df8bfe354e304961b85eb7ffa07bc2b6d39645946edf724720db60942af	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2MQT/rnafm_t12_residue_embeddings.pt
2MS5	0	S	A	1	9	d91a76167ee98524a77d047b4526f449f112f9c8e1e29edf486b180b4f90968f	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2MS5/rnafm_t12_residue_embeddings.pt
2MS5	1	A	B	1	9	d91a76167ee98524a77d047b4526f449f112f9c8e1e29edf486b180b4f90968f	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2MS5/rnafm_t12_residue_embeddings.pt
2MTJ	0	A	A	1	47	6ffdf757416f35ff044bb083e44af64f2ecd6967da7224a8bc3eda599ade8723	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2MTJ/rnafm_t12_residue_embeddings.pt
2MTK	0	A	A	1	47	6ffdf757416f35ff044bb083e44af64f2ecd6967da7224a8bc3eda599ade8723	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2MTK/rnafm_t12_residue_embeddings.pt
2MVS	0	1	A	1	10	44e1c6932ee71693ecb346d624f575a024224b9836cbaba1bd8bb96105285213	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2MVS/rnafm_t12_residue_embeddings.pt
2MVS	1	2	B	1	10	44e1c6932ee71693ecb346d624f575a024224b9836cbaba1bd8bb96105285213	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2MVS/rnafm_t12_residue_embeddings.pt
2MVY	0	1	A	1	10	44e1c6932ee71693ecb346d624f575a024224b9836cbaba1bd8bb96105285213	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2MVY/rnafm_t12_residue_embeddings.pt
2MVY	1	2	B	1	10	44e1c6932ee71693ecb346d624f575a024224b9836cbaba1bd8bb96105285213	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2MVY/rnafm_t12_residue_embeddings.pt
2MXJ	0	A	A	1	11	61b0162b65ea6668432ed31da7bd73b70b24a229de6997a612e438c371fbb483	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2MXJ/rnafm_t12_residue_embeddings.pt
2MXK	0	A	A	1	9	8db426c5d3efb3dc0cb4e88d467f02c762507bea1c0824df2d4d0359b8a52f60	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2MXK/rnafm_t12_residue_embeddings.pt
2MXK	1	B	B	2	10	a446cee50889e62c29ea8f2ff391a30a4ac0678fec864a69bd7a0dbf5eed75ff	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2MXK/rnafm_t12_residue_embeddings.pt
2MXL	0	A	A	1	39	fe6ec06a37b3c2b786fd1fce7fdcb032ec3b59795dcb6d18a3a92799f044dca6	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2MXL/rnafm_t12_residue_embeddings.pt
2MXS	0	A	A	1	27	8d43abef35e79b86af8a0296b95c099f6aa6d1858eb0378f680f00acd412805f	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2MXS/rnafm_t12_residue_embeddings.pt
2N0J	0	A	A	1	27	8d43abef35e79b86af8a0296b95c099f6aa6d1858eb0378f680f00acd412805f	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2N0J/rnafm_t12_residue_embeddings.pt
2N0R	0	A	A	1	26	8af61feb81ba8034d9c20fa931c119fd2dee53e717c2a26ebb6bd056db59b2ec	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2N0R/rnafm_t12_residue_embeddings.pt
2N1Q	0	A	A	1	155	6053d3078bc39a0e3f0af0d86ca683daa9087a013d993ff4249215589806277e	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2N1Q/rnafm_t12_residue_embeddings.pt
2N2O	0	A	A	1	23	d063728ee85e0fb1b4c0d9172d6bc6f0c733027fba9bf916fe5f5dc008bec607	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2N2O/rnafm_t12_residue_embeddings.pt
2N2P	0	A	A	1	23	461fd91796dd130ab0c78cd6cdeb9d85a5bd39c06197604072197e70ec11a7f8	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2N2P/rnafm_t12_residue_embeddings.pt
2N3Q	0	A	A	1	62	8ea031e2313288b5860181a74103d2f96b695a5438739c1defb9739acced18cc	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2N3Q/rnafm_t12_residue_embeddings.pt
2N3R	0	A	A	1	62	8ea031e2313288b5860181a74103d2f96b695a5438739c1defb9739acced18cc	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2N3R/rnafm_t12_residue_embeddings.pt
2N4J	0	A	A	1	8	aa20840b0e05f36d4588e626f69fbc0dc1356ee7f3a155ea1aa6a8b60eb7088d	8	8	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2N4J/rnafm_t12_residue_embeddings.pt
2N4J	1	B	B	1	8	aa20840b0e05f36d4588e626f69fbc0dc1356ee7f3a155ea1aa6a8b60eb7088d	8	8	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2N4J/rnafm_t12_residue_embeddings.pt
2N4L	0	A	A	1	53	077567d6212530981916d9f3e45b620abd868635bfc94b5c12bbed31a7eff3d1	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2N4L/rnafm_t12_residue_embeddings.pt
2N6S	0	A	A	1	36	0003defbecf6800901746f38b4ece82591efe20269b9d0c1683492d315d16e60	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2N6S/rnafm_t12_residue_embeddings.pt
2N6T	0	A	A	1	42	dfbd8140d8c37980b46550a85025e4c0d6674519a0deef46d5e4943c7d61f8eb	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2N6T/rnafm_t12_residue_embeddings.pt
2N6W	0	A	A	1	68	7d66de173b53c8cdd2b3c80bf4cc441e5ce7293144827866240dfbdd68a11790	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2N6W/rnafm_t12_residue_embeddings.pt
2N6X	0	A	A	1	43	8f3711eb54817fe9caea897092290af222907a41d592263eb2a8b2b8fa826a86	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2N6X/rnafm_t12_residue_embeddings.pt
2N7M	0	X	A	1	92	e8c2eb7d4f0c1bd4313bc5a298f63f87f10590fae5ef2c40d0fcc6adf1a26628	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2N7M/rnafm_t12_residue_embeddings.pt
2N7X	0	A	A	1	23	ab4d79ac1da9b97aa66ccdbd23e97969cdff4b3275353b56cc2b029a38e062c6	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2N7X/rnafm_t12_residue_embeddings.pt
2N8V	0	X	A	1	70	e24f1dfc4cf3e667e8806f3d324b5a31c61fbba8de5dc28d2e1b937e5ca3ae20	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2N8V/rnafm_t12_residue_embeddings.pt
2NBX	0	A	A	1	108	7b8e84d95e1f3c9b02665ba5714ab083ab0ee8e814758c33840dcf2613c68e19	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2NBX/rnafm_t12_residue_embeddings.pt
2NBY	0	A	A	1	39	acc238aed6c668e34756be96393b324dcbbd624476c47352c630a5792b6aaa58	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2NBY/rnafm_t12_residue_embeddings.pt
2NBZ	0	A	A	1	40	78cd69be511ff653216fac704ffc3d00c66951fc96a9199d026542d2a39fe1d1	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2NBZ/rnafm_t12_residue_embeddings.pt
2NC0	0	A	A	1	28	30858cdbc74fb968a8cea62d9d42a21d305ba0bf04fcf206236d6242e09d9c10	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2NC0/rnafm_t12_residue_embeddings.pt
2NC1	0	A	A	1	67	165ecd0efad3826374989a283896649e4ee96b3320c7a2760693298b94c16217	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2NC1/rnafm_t12_residue_embeddings.pt
2NCI	0	A	A	1	28	e2703d36a60fe6a950e216ea8f90490e7affcd7268e3d157f230a06597cb5d0a	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2NCI/rnafm_t12_residue_embeddings.pt
2NCQ	0	S	A	1	9	5db5c9c4441d93c686737a09ed028102cbba5d8a835b04f8919aa25835530d0f	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2NCQ/rnafm_t12_residue_embeddings.pt
2NCQ	1	A	B	1	9	5db5c9c4441d93c686737a09ed028102cbba5d8a835b04f8919aa25835530d0f	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2NCQ/rnafm_t12_residue_embeddings.pt
2NCR	0	S	A	1	9	5db5c9c4441d93c686737a09ed028102cbba5d8a835b04f8919aa25835530d0f	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2NCR/rnafm_t12_residue_embeddings.pt
2NCR	1	A	B	1	9	5db5c9c4441d93c686737a09ed028102cbba5d8a835b04f8919aa25835530d0f	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2NCR/rnafm_t12_residue_embeddings.pt
2NOK	0	A	A	1	24	adb544c85139ad60e03a817e8e5cc344bbab3d4acb96a39a74f0a1c7cdf58594	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2NOK/rnafm_t12_residue_embeddings.pt
2NOK	1	C	B	1	24	adb544c85139ad60e03a817e8e5cc344bbab3d4acb96a39a74f0a1c7cdf58594	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2NOK/rnafm_t12_residue_embeddings.pt
2NOK	2	B	C	2	20	71f270970c97b565f1a2b3b3ded893c8a9d09be1be5ab57b1d5343d3266514a0	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2NOK/rnafm_t12_residue_embeddings.pt
2NOK	3	D	D	2	20	71f270970c97b565f1a2b3b3ded893c8a9d09be1be5ab57b1d5343d3266514a0	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2NOK/rnafm_t12_residue_embeddings.pt
2NPY	0	A	A	1	13	7ea579ab189ddc811297ba50a7a6b0bb39623e3637cb647a9c5ee158abd7f1b5	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2NPY/rnafm_t12_residue_embeddings.pt
2NPY	1	B	B	2	12	18daab8b7928da4d89b3dfeec9a6b226fe94d1a3d77d45a2c296288ed5fdc4f6	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2NPY/rnafm_t12_residue_embeddings.pt
2NPY	2	C	C	3	17	941e3769daeb6747a906c7fb5ab7f5a3a2bb08623a375da40d8179c2cfde45df	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2NPY/rnafm_t12_residue_embeddings.pt
2NPY	3	D	D	4	19	6f9cec5eb36aa82f7310feb000fb6dc4b386cdfed96112d0885320b0ee04a7b7	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2NPY/rnafm_t12_residue_embeddings.pt
2NPZ	0	A	A	1	13	ac0d507cbec1843c89e84b0a947ca7b0eae4a871ba7f5bfc49e8244caf53f40b	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2NPZ/rnafm_t12_residue_embeddings.pt
2NPZ	1	B	B	2	12	18daab8b7928da4d89b3dfeec9a6b226fe94d1a3d77d45a2c296288ed5fdc4f6	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2NPZ/rnafm_t12_residue_embeddings.pt
2NPZ	2	C	C	3	17	941e3769daeb6747a906c7fb5ab7f5a3a2bb08623a375da40d8179c2cfde45df	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2NPZ/rnafm_t12_residue_embeddings.pt
2NPZ	3	D	D	4	19	6f9cec5eb36aa82f7310feb000fb6dc4b386cdfed96112d0885320b0ee04a7b7	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2NPZ/rnafm_t12_residue_embeddings.pt
2O32	0	A	A	1	20	5abcb0a8e6e2128a41008c99d4461eab4bfefddbf5b7411c414bb33faf5c51db	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2O32/rnafm_t12_residue_embeddings.pt
2O33	0	A	A	1	20	9b88876f2e912a8096b0f1f811918683cc3fcf00605a248ba93395702f01cfbd	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2O33/rnafm_t12_residue_embeddings.pt
2O3V	0	A	A	1	23	ffe56e2cc2fcd5d99b11a85d1d2f04672ae11d0406004b2eb674a4381b6f8676	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2O3V/rnafm_t12_residue_embeddings.pt
2O3V	1	B	B	1	23	ffe56e2cc2fcd5d99b11a85d1d2f04672ae11d0406004b2eb674a4381b6f8676	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2O3V/rnafm_t12_residue_embeddings.pt
2O3W	0	A	A	1	23	ffe56e2cc2fcd5d99b11a85d1d2f04672ae11d0406004b2eb674a4381b6f8676	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2O3W/rnafm_t12_residue_embeddings.pt
2O3W	1	B	B	1	23	ffe56e2cc2fcd5d99b11a85d1d2f04672ae11d0406004b2eb674a4381b6f8676	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2O3W/rnafm_t12_residue_embeddings.pt
2O3X	0	A	A	1	23	9ee20b8338479c64ee2d8e99734ce06aa442292c45f9cc3c84bdc2fe6a616b63	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2O3X/rnafm_t12_residue_embeddings.pt
2O3X	1	B	B	1	23	9ee20b8338479c64ee2d8e99734ce06aa442292c45f9cc3c84bdc2fe6a616b63	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2O3X/rnafm_t12_residue_embeddings.pt
